PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-
LeBron James,CLE,33,22,12,10,41.9,34.0,12.5,23.2,53.9,1.8,5.2,34.2,7.2,9.7,74.6,1.4,7.7,9.1,9.0,4.3,1.4,1.0,2.4,61.4,15,4,-1.0
Lorenzo Brown,TOR,27,4,1,3,7.2,2.3,0.8,2.5,30.0,0.5,1.3,40.0,0.3,0.5,50.0,0.3,1.3,1.5,0.5,0.3,0.0,0.3,0.5,5.3,0,0,-4.3
Luc Mbah a Moute,HOU,31,9,5,4,16.6,2.8,1.0,4.0,25.0,0.3,1.7,20.0,0.4,0.8,57.1,0.3,2.1,2.4,0.3,0.7,0.7,0.4,0.9,8.9,0,0,-7.3
Lucas Nogueira,TOR,25,5,2,3,4.8,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.4,50.0,0.0,0.2,0.2,0.2,0.6,0.0,0.0,1.2,0.1,0,0,-5.6
Luke Babbitt,MIA,29,2,0,2,1.7,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-3.0
Malcolm Brogdon,MIL,25,7,3,4,26.6,8.7,3.4,7.9,43.6,0.7,2.7,26.3,1.1,1.4,80.0,0.4,3.0,3.4,2.4,1.7,0.1,0.0,2.0,15.2,0,0,-4.0
Manu Ginobili,SAS,40,5,1,4,21.3,9.0,3.0,7.4,40.5,1.2,3.6,33.3,1.8,2.2,81.8,0.2,2.8,3.0,3.2,1.4,1.4,0.2,2.6,20.8,0,0,-0.8
Marcin Gortat,WAS,34,6,2,4,26.6,8.7,4.0,7.2,55.8,0.0,0.0,0.0,0.7,1.2,57.1,2.2,4.2,6.3,1.0,1.0,0.0,0.3,2.5,17.8,1,0,-0.2
Marco Belinelli,PHI,32,10,5,5,27.3,12.9,4.3,10.6,40.6,1.6,4.6,34.8,2.7,3.1,87.1,0.1,2.0,2.1,2.0,0.4,0.7,0.0,2.0,20.1,0,0,3.9
Marcus Georges-Hunt,MIN,24,2,0,2,1.4,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.6,0,0,-1.5
Marcus Morris Sr.,BOS,28,19,11,8,29.6,12.4,4.3,11.7,36.8,1.6,3.8,41.7,2.2,3.1,71.2,1.1,4.4,5.4,1.1,1.0,0.4,0.3,3.2,21.5,2,0,0.9
Marcus Smart,BOS,24,15,9,6,29.9,9.8,3.2,9.5,33.6,1.0,4.5,22.1,2.4,3.3,73.5,0.9,2.8,3.7,5.3,2.4,1.7,0.7,2.9,27.1,0,0,1.3
Markelle Fultz,PHI,20,3,2,1,7.6,1.7,0.3,2.3,14.3,0.0,0.0,0.0,1.0,1.3,75.0,0.0,1.0,1.0,1.7,0.3,0.7,0.0,1.3,7.0,0,0,0.7
Markieff Morris,WAS,28,6,2,4,30.2,9.8,4.0,8.2,49.0,0.3,2.0,16.7,1.5,1.7,90.0,2.3,5.2,7.5,1.7,1.0,0.7,0.8,3.7,24.8,2,0,-4.5
Matthew Dellavedova,MIL,27,6,3,3,12.9,2.0,0.7,2.0,33.3,0.3,1.5,22.2,0.3,0.3,100,0.2,0.7,0.8,2.7,1.0,0.3,0.0,1.0,7.0,0,0,-0.2
Maurice Harkless,POR,25,2,0,2,26.6,8.0,3.5,6.5,53.8,1.0,3.0,33.3,0.0,0.0,0.0,1.5,2.5,4.0,2.0,0.5,0.0,0.5,2.0,16.8,0,0,-3.0
Meyers Leonard,POR,26,2,0,2,4.1,4.0,2.0,2.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,6.4,0,0,6.0
Mike Scott,WAS,29,6,2,4,21.0,10.8,4.3,6.8,63.4,1.2,1.8,63.6,1.0,1.0,100,1.0,2.5,3.5,0.7,0.8,0.3,0.2,1.7,16.7,0,0,5.5
Myles Turner,IND,22,7,3,4,28.0,12.4,4.7,7.7,61.1,0.9,1.9,46.2,2.1,2.7,78.9,0.9,4.3,5.1,0.6,1.6,0.3,0.6,3.6,20.5,0,0,5.7
Nemanja Bjelica,MIN,30,5,1,4,9.4,4.6,1.4,3.2,43.8,0.8,1.4,57.1,1.0,1.4,71.4,0.8,2.2,3.0,0.6,0.2,0.6,0.0,1.2,10.7,0,0,-2.0
Nene,HOU,35,11,8,3,9.8,2.8,1.1,1.8,60.0,0.0,0.0,0.0,0.6,1.0,63.6,0.5,2.0,2.5,0.5,0.7,0.2,0.5,1.6,7.7,0,0,1.6
Nick Young,GSW,33,20,15,5,10.3,2.6,0.8,2.7,30.2,0.7,2.4,29.8,0.3,0.4,75.0,0.1,0.6,0.6,0.2,0.1,0.1,0.0,0.9,3.7,0,0,1.1
Nikola Mirotic,NOP,27,9,5,4,35.5,15.0,5.4,11.3,48.0,2.4,5.7,43.1,1.7,2.1,78.9,1.0,8.6,9.6,1.7,1.1,1.1,1.3,2.7,35.2,3,0,2.7
Norman Powell,TOR,25,6,3,3,6.7,2.0,0.7,2.3,28.6,0.2,1.2,14.3,0.5,0.7,75.0,0.0,0.3,0.3,0.3,0.2,0.0,0.0,0.7,2.7,0,0,-1.7
OG Anunoby,TOR,20,10,4,6,23.8,7.9,2.9,5.2,55.8,1.3,2.9,44.8,0.8,1.1,72.7,0.9,1.2,2.1,0.7,0.6,0.6,0.4,2.3,13.9,0,0,-2.3
Otto Porter Jr.,WAS,25,5,2,3,31.6,10.0,4.0,8.2,48.8,1.0,2.4,41.7,1.0,1.6,62.5,0.2,4.8,5.0,1.6,0.6,1.2,1.0,1.2,24.4,0,0,-1.8
P.J. Tucker,HOU,33,17,11,6,33.5,8.9,3.1,6.4,48.1,2.1,4.4,46.7,0.7,1.1,66.7,1.4,5.2,6.5,1.3,0.8,0.6,0.8,2.7,22.1,1,0,5.6
Pascal Siakam,TOR,24,10,4,6,17.9,6.6,2.5,4.1,61.0,0.3,0.4,75.0,1.3,2.0,65.0,0.9,2.7,3.6,0.8,0.7,0.1,0.6,2.7,13.5,0,0,-1.9
Pat Connaughton,POR,25,4,0,4,14.8,4.0,1.5,3.8,40.0,0.5,2.5,20.0,0.5,0.5,100,0.5,0.5,1.0,1.5,0.3,0.3,0.3,2.3,8.7,0,0,-5.8
Patrick McCaw,GSW,22,6,6,0,2.7,0.7,0.2,0.3,50.0,0.0,0.2,0.0,0.3,0.3,100,0.2,0.3,0.5,0.0,0.0,0.3,0.0,0.2,2.3,0,0,-0.5
Patrick Patterson,OKC,29,6,2,4,9.6,1.3,0.5,1.0,50.0,0.3,0.7,50.0,0.0,0.0,0.0,0.2,1.7,1.8,0.5,0.5,0.2,0.0,1.3,4.3,0,0,-4.0
Patty Mills,SAS,29,5,1,4,33.0,13.4,5.0,11.4,43.9,2.6,7.0,37.1,0.8,1.0,80.0,0.4,1.6,2.0,2.6,1.8,0.6,0.2,3.0,20.3,0,0,-4.8
Pau Gasol,SAS,37,5,1,4,18.1,6.0,2.0,4.0,50.0,0.2,0.6,33.3,1.8,2.0,90.0,0.4,4.4,4.8,2.8,1.2,0.0,0.2,1.0,15.4,0,0,-4.8
Paul George,OKC,28,6,2,4,41.9,24.7,8.2,20.0,40.8,3.2,8.7,36.5,5.2,6.0,86.1,0.7,5.3,6.0,2.7,4.0,1.3,0.7,2.8,37.9,1,0,-3.7
Quinn Cook,GSW,25,17,12,5,10.3,4.8,1.8,3.9,44.8,0.4,1.8,22.6,0.8,1.0,82.4,0.1,1.2,1.4,0.6,0.3,0.2,0.1,0.8,8.1,0,0,2.8
Rajon Rondo,NOP,32,9,5,4,33.6,10.3,4.2,10.2,41.3,0.9,2.1,42.1,1.0,1.6,64.3,1.0,6.6,7.6,12.2,3.7,1.4,0.2,2.2,39.1,4,0,1.8
Raul Neto,UTA,26,8,3,5,9.0,2.6,0.9,2.9,30.4,0.3,0.9,28.6,0.6,0.6,100,0.3,1.0,1.3,1.3,0.5,0.3,0.0,0.9,6.3,0,0,0.4
Raymond Felton,OKC,34,6,2,4,13.1,5.2,2.0,5.2,38.7,1.2,2.3,50.0,0.0,0.3,0.0,0.3,1.8,2.2,1.5,0.8,0.7,0.3,1.2,12.2,0,0,-0.3
Richaun Holmes,PHI,24,3,1,2,3.6,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.0,0.0,0.0,1.0,0.9,0,0,-1.7
Ricky Rubio,UTA,27,6,4,2,30.1,14.0,4.7,13.2,35.4,1.7,5.3,31.3,3.0,3.8,78.3,0.8,6.5,7.3,7.0,3.0,1.3,0.5,2.2,35.8,2,1,5.2
Robert Covington,PHI,27,10,5,5,28.1,8.1,2.7,8.3,32.5,1.5,4.8,31.3,1.2,1.6,75.0,1.2,4.1,5.3,2.5,1.1,1.1,0.9,3.0,23.1,0,0,-0.6
Rodney Hood,CLE,25,17,7,10,15.3,5.4,2.3,5.4,42.4,0.2,1.4,16.7,0.5,0.7,75.0,0.4,1.4,1.8,1.1,0.8,0.3,0.2,1.8,10.0,0,0,-5.5
Rodney McGruder,MIA,26,4,1,3,4.0,0.5,0.3,1.0,25.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.8,1.7,0,0,-2.0
Royce O'Neale,UTA,25,11,5,6,23.5,7.1,2.5,5.1,50.0,0.9,2.5,35.7,1.1,1.7,63.2,0.3,3.2,3.5,1.4,1.5,0.9,0.4,2.7,15.6,0,0,-6.1
Rudy Gay,SAS,31,5,1,4,31.9,12.2,5.2,13.0,40.0,0.8,3.6,22.2,1.0,1.8,55.6,1.8,3.8,5.6,2.2,1.2,1.6,0.2,3.2,26.4,0,0,-1.6
Rudy Gobert,UTA,26,11,5,6,34.8,13.2,5.0,7.6,65.5,0.0,0.0,0.0,3.2,5.3,60.3,3.9,6.8,10.7,1.0,1.9,0.9,2.3,3.1,35.2,7,0,-2.5
Russell Westbrook,OKC,29,6,2,4,39.2,29.3,10.7,26.8,39.8,2.5,7.0,35.7,5.5,6.7,82.5,1.8,10.2,12.0,7.5,5.2,1.5,0.0,3.5,54.3,6,0,-6.0
Ryan Anderson,HOU,30,11,5,6,8.7,1.7,0.6,1.8,35.0,0.5,1.4,33.3,0.0,0.0,0.0,0.4,0.8,1.2,0.5,0.3,0.3,0.1,0.9,4.8,0,0,-5.2
Semi Ojeleye,BOS,23,17,10,7,13.5,1.9,0.6,1.9,30.3,0.4,1.3,27.3,0.4,0.4,85.7,0.2,1.4,1.6,0.1,0.1,0.2,0.0,1.2,4.4,0,0,-2.4
Serge Ibaka,TOR,28,10,4,6,26.0,8.7,3.0,7.2,41.7,0.9,2.4,37.5,1.8,2.2,81.8,1.3,4.6,5.9,1.1,1.6,0.1,1.3,2.1,20.0,1,0,-0.5
Shabazz Muhammad,MIL,25,4,1,3,7.2,6.3,2.3,5.0,45.0,1.0,1.3,80.0,0.8,1.3,60.0,0.0,1.0,1.0,0.0,0.5,0.5,0.3,0.5,9.2,0,0,2.3
Shabazz Napier,POR,26,2,0,2,17.5,5.5,2.5,5.5,45.5,0.0,2.0,0.0,0.5,1.0,50.0,0.0,1.0,1.0,1.5,3.0,1.5,0.0,0.5,10.5,0,0,1.5
Shane Larkin,BOS,25,11,7,4,14.0,3.7,1.5,3.2,45.7,0.4,1.2,30.8,0.5,0.5,100,0.1,0.9,1.0,1.8,0.5,0.5,0.0,1.4,8.5,0,0,-1.3
Shaun Livingston,GSW,32,21,16,5,17.2,6.7,2.8,5.2,53.6,0.0,0.0,0.0,1.0,1.2,88.0,0.5,1.7,2.2,1.5,0.8,0.3,0.0,1.6,11.9,0,0,2.8
Solomon Hill,NOP,27,9,5,4,12.7,3.7,1.0,2.8,36.0,0.7,1.8,37.5,1.0,1.1,90.0,0.7,1.2,1.9,0.8,0.7,0.1,0.1,1.9,7.1,0,0,-2.1
Stephen Curry,GSW,30,15,11,4,37.0,25.5,9.1,20.3,45.1,4.3,10.8,39.5,3.0,3.1,95.7,0.6,5.5,6.1,5.4,2.9,1.7,0.7,2.5,45.4,1,0,9.8
Sterling Brown,MIL,23,3,1,2,4.2,2.3,1.0,1.7,60.0,0.3,1.0,33.3,0.0,0.0,0.0,0.3,0.3,0.7,0.0,0.0,0.3,0.0,0.7,4.1,0,0,0.3
Steven Adams,OKC,24,6,2,4,33.4,10.5,4.5,7.7,58.7,0.0,0.0,0.0,1.5,2.2,69.2,3.2,4.3,7.5,1.5,0.7,0.7,0.7,2.5,25.1,1,0,-2.5
T.J. Leaf,IND,21,1,1,0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5.0
T.J. McConnell,PHI,26,10,5,5,15.5,5.5,2.5,3.6,69.4,0.2,0.3,66.7,0.3,0.5,60.0,0.6,2.0,2.6,2.3,0.6,0.6,0.0,1.3,13.3,0,0,4.0
Taj Gibson,MIN,33,5,1,4,24.6,6.2,2.8,4.4,63.6,0.0,0.0,0.0,0.6,0.6,100,1.4,2.6,4.0,0.4,0.8,0.2,0.4,1.6,12.6,0,0,-7.8
Tarik Black,HOU,26,7,5,2,2.7,0.3,0.1,0.6,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.6,0.9,0.3,0.1,0.0,0.1,0.7,2.0,0,0,-2.9
Terrance Ferguson,OKC,20,3,1,2,2.1,1.0,0.3,0.3,100,0.3,0.3,100,0.0,0.0,0.0,0.3,0.0,0.3,0.3,0.0,0.0,0.0,0.7,1.9,0,0,3.7
Terry Rozier,BOS,24,19,11,8,36.6,16.5,5.7,14.0,40.6,2.7,7.7,34.7,2.4,2.9,82.1,0.4,4.8,5.3,5.7,1.2,1.3,0.3,2.0,35.0,1,0,1.1
Thaddeus Young,IND,30,7,3,4,33.8,11.3,5.1,8.6,60.0,0.3,1.0,28.6,0.7,1.9,38.5,3.1,4.6,7.7,1.4,1.0,1.7,0.9,3.1,29.4,2,0,2.0
Thon Maker,MIL,21,6,3,3,21.6,5.5,1.8,4.7,39.3,1.0,3.3,30.0,0.8,1.2,71.4,1.0,2.8,3.8,0.8,0.7,0.3,1.8,2.8,17.2,0,0,6.5
Tim Frazier,WAS,27,2,1,1,3.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.5,0.0,0.5,0.0,1.0,4.4,0,0,-1.5
Tomas Satoransky,WAS,26,6,2,4,10.0,1.2,0.3,2.2,15.4,0.0,0.5,0.0,0.5,0.7,75.0,0.8,0.7,1.5,0.5,0.5,0.0,0.0,0.7,3.2,0,0,-1.3
Tony Bradley,UTA,20,1,0,1,1.9,2.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.2,0,0,2.0
Tony Parker,SAS,36,5,1,4,13.3,6.6,2.8,7.4,37.8,0.0,1.0,0.0,1.0,1.4,71.4,0.0,0.8,0.8,1.2,0.8,0.4,0.0,0.4,9.8,0,0,-7.2
Tony Snell,MIL,26,7,3,4,19.1,2.7,1.0,3.4,29.2,0.7,3.0,23.8,0.0,0.0,0.0,0.1,1.7,1.9,0.6,0.4,0.4,0.6,1.4,8.4,0,0,-0.9
Trevor Ariza,HOU,33,17,11,6,34.2,8.8,2.9,8.2,36.0,1.5,5.4,28.6,1.4,1.8,74.2,0.5,3.3,3.8,1.3,0.6,1.1,0.1,2.6,18.4,0,0,4.8
Trevor Booker,IND,30,7,3,4,9.1,2.6,0.9,1.4,60.0,0.0,0.1,0.0,0.9,1.0,85.7,0.7,1.9,2.6,0.0,0.1,0.1,0.1,1.7,6.4,0,0,0.4
Tristan Thompson,CLE,27,19,10,9,21.9,6.2,2.6,4.4,59.0,0.0,0.1,0.0,1.1,1.4,74.1,2.3,3.6,5.9,0.6,0.6,0.1,0.4,1.4,15.2,3,0,-1.4
Ty Lawson,WAS,30,5,2,3,19.3,5.8,1.8,5.2,34.6,1.0,1.6,62.5,1.2,1.2,100,0.4,2.2,2.6,3.0,0.6,0.6,0.0,1.2,14.6,0,0,-0.6
Tyler Johnson,MIA,26,5,1,4,16.2,8.0,2.8,5.2,53.8,1.2,2.0,60.0,1.2,1.4,85.7,0.2,1.4,1.6,0.8,0.4,0.4,0.0,2.8,11.9,0,0,-3.8
Tyler Zeller,MIL,28,7,3,4,9.4,1.6,0.6,0.7,80.0,0.0,0.0,0.0,0.4,0.6,75.0,0.3,1.7,2.0,0.4,0.1,0.6,0.4,1.6,7.5,0,0,-4.9
Tyus Jones,MIN,22,4,1,3,13.7,1.0,0.5,1.8,28.6,0.0,0.5,0.0,0.0,0.0,0.0,0.0,2.3,2.3,2.0,0.3,0.3,0.0,0.0,7.2,0,0,0.8
Victor Oladipo,IND,26,7,3,4,37.2,22.7,7.6,18.1,41.7,3.3,8.1,40.4,4.3,5.9,73.2,0.4,7.9,8.3,6.0,3.4,2.4,0.4,1.6,46.8,3,1,8.0
Wade Baldwin IV,POR,22,4,0,4,4.8,1.0,0.3,1.0,25.0,0.3,0.3,100,0.3,0.5,50.0,0.0,0.8,0.8,0.8,0.8,0.3,0.3,0.3,3.8,0,0,1.8
Wayne Ellington,MIA,30,5,1,4,20.1,7.8,2.4,7.0,34.3,2.4,6.0,40.0,0.6,0.6,100,0.2,1.4,1.6,0.6,0.6,0.4,0.4,1.8,12.4,0,0,-8.8
Zach Collins,POR,20,4,0,4,17.4,7.0,2.8,7.5,36.7,0.8,3.5,21.4,0.8,1.0,75.0,0.8,2.3,3.0,1.5,0.5,0.8,0.5,2.5,16.1,0,0,-6.0
Zaza Pachulia,GSW,34,7,5,2,3.8,2.4,0.6,1.0,57.1,0.0,0.0,0.0,1.3,1.7,75.0,0.9,0.9,1.7,0.1,0.4,0.4,0.1,0.1,6.0,0,0,2.6
Zhou Qi,HOU,22,3,2,1,1.9,0.7,0.3,0.3,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,1.1,0,0,0.0
